code,date,value
TVTVR,2009-03-28,0.0
TVTVR,2009-03-27,0.0
TVTVR,2009-03-26,0.0
TVTVR,2009-03-25,0.0
TVTVR,2009-03-24,0.0
TVTVR,2009-03-23,0.0
TVTVR,2009-03-22,0.0
TVTVR,2009-03-21,0.0
TVTVR,2009-03-20,0.0
TVTVR,2009-03-19,0.0
TVTVR,2009-03-18,0.0
TVTVR,2009-03-17,0.0
TVTVR,2009-03-16,0.0
TVTVR,2009-03-15,0.0
TVTVR,2009-03-14,0.0
TVTVR,2009-03-13,0.0
TVTVR,2009-03-12,0.0
TVTVR,2009-03-11,0.0
TVTVR,2009-03-10,0.0
TVTVR,2009-03-09,0.0
TVTVR,2009-03-08,0.0
TVTVR,2009-03-07,0.0
TVTVR,2009-03-06,0.0
TVTVR,2009-03-05,0.0
TVTVR,2009-03-04,0.0
TVTVR,2009-03-03,0.0
TVTVR,2009-03-02,0.0
TVTVR,2009-03-01,0.0
TVTVR,2009-02-28,0.0
TVTVR,2009-02-27,0.0
TVTVR,2009-02-26,0.0
TVTVR,2009-02-25,0.0
TVTVR,2009-02-24,0.0
TVTVR,2009-02-23,0.0
TVTVR,2009-02-22,0.0
TVTVR,2009-02-21,0.0
TVTVR,2009-02-20,0.0
TVTVR,2009-02-19,0.0
TVTVR,2009-02-18,0.0
TVTVR,2009-02-17,0.0
TVTVR,2009-02-16,0.0
TVTVR,2009-02-15,0.0
TVTVR,2009-02-14,0.0
TVTVR,2009-02-13,0.0
TVTVR,2009-02-12,0.0
TVTVR,2009-02-11,0.0
TVTVR,2009-02-10,0.0
TVTVR,2009-02-09,0.0
TVTVR,2009-02-08,0.0
TVTVR,2009-02-07,0.0
TVTVR,2009-02-06,0.0
TVTVR,2009-02-05,0.0
TVTVR,2009-02-04,0.0
TVTVR,2009-02-03,0.0
TVTVR,2009-02-02,0.0
TVTVR,2009-02-01,0.0
TVTVR,2009-01-31,0.0
TVTVR,2009-01-30,0.0
TVTVR,2009-01-29,0.0
TVTVR,2009-01-28,0.0
TVTVR,2009-01-27,0.0
TVTVR,2009-01-26,0.0
TVTVR,2009-01-25,0.0
TVTVR,2009-01-24,0.0
TVTVR,2009-01-23,0.0
TVTVR,2009-01-22,0.0
TVTVR,2009-01-21,0.0
TVTVR,2009-01-20,0.0
TVTVR,2009-01-19,0.0
TVTVR,2009-01-18,0.0
TVTVR,2009-01-17,0.0
TVTVR,2009-01-16,0.0
TVTVR,2009-01-15,0.0
TVTVR,2009-01-14,0.0
TVTVR,2009-01-13,0.0
TVTVR,2009-01-12,0.0
TVTVR,2009-01-11,0.0
TVTVR,2009-01-10,0.0
TVTVR,2009-01-09,0.0
TVTVR,2009-01-08,0.0
TVTVR,2009-01-07,0.0
TVTVR,2009-01-06,0.0
TVTVR,2009-01-05,0.0
TVTVR,2009-01-04,0.0
TVTVR,2009-01-03,0.0
TRVOU,2024-09-26,206460087.672
TRVOU,2024-09-25,251134995.328
TRVOU,2024-09-24,259284487.2627
TRVOU,2024-09-23,208130927.5188
TRVOU,2024-09-22,152492057.5311
TRVOU,2024-09-21,276997037.9205
TRVOU,2024-09-20,418638472.356
TRVOU,2024-09-19,391444859.1818
TRVOU,2024-09-18,354058739.5062
TRVOU,2024-09-17,210252643.242
TRVOU,2024-09-16,144995228.0038
TRVOU,2024-09-15,112557340.8366
TRVOU,2024-09-14,379400607.3766
TRVOU,2024-09-13,256473820.67
TRVOU,2024-09-12,332814234.9984
TRVOU,2024-09-11,212321349.4458
TRVOU,2024-09-10,306474585.12
TRVOU,2024-09-09,130262738.7386
TRVOU,2024-09-08,117603860.7172
TRVOU,2024-09-07,427234498.8876
TRVOU,2024-09-06,242470741.3188
TRVOU,2024-09-05,300557226.4821
TRVOU,2024-09-04,201340623.2409
TRVOU,2024-09-03,208989807.0735
TRVOU,2024-09-02,202251047.316
TRVOU,2024-09-01,79166941.0532
TRVOU,2024-08-31,245014843.9137
TRVOU,2024-08-30,268111393.7498
TRVOU,2024-08-29,322847715.9136
TRVOU,2024-08-28,334463993.0716
TRVOU,2024-08-27,199263562.6446
TRVOU,2024-08-26,112739077.6002
TRVOU,2024-08-25,142198698.2679
TRVOU,2024-08-24,474948599.3185
TRVOU,2024-08-23,253147954.0044
TRVOU,2024-08-22,335808532.9796
TRVOU,2024-08-21,323448576.746
TRVOU,2024-08-20,228221556.6111
TRVOU,2024-08-19,136997377.12
TRVOU,2024-08-18,86600153.7164
TRVOU,2024-08-17,306429517.8054
TRVOU,2024-08-16,380655235.1433
TRVOU,2024-08-15,358098726.2652
TRVOU,2024-08-14,360557538.416
TRVOU,2024-08-13,350700157.1307
TRVOU,2024-08-12,200426956.48
TRVOU,2024-08-11,116405149.4914
TRVOU,2024-08-10,390585857.1193
TRVOU,2024-08-09,526376144.493
TRVOU,2024-08-08,420623562.8835
TRVOU,2024-08-07,438844401.6145
TRVOU,2024-08-06,1148661960.9464
TRVOU,2024-08-05,273185718.8636
TRVOU,2024-08-04,276874365.2748
TRVOU,2024-08-03,436363660.9303
TRVOU,2024-08-02,421154945.0352
TRVOU,2024-08-01,247521258.6363
TRVOU,2024-07-31,262138980.0
TRVOU,2024-07-30,405239744.7072
TRVOU,2024-07-29,133471924.2164
TRVOU,2024-07-28,364564145.9772
TRVOU,2024-07-27,334282374.1088
TRVOU,2024-07-26,298230195.03
TRVOU,2024-07-25,257787801.2446
TRVOU,2024-07-24,382770870.5628
TRVOU,2024-07-23,298155966.4902
TRVOU,2024-07-22,243535203.1574
TRVOU,2024-07-21,145569499.239
TRVOU,2024-07-20,378697750.123
TRVOU,2024-07-19,235344354.3066
TRVOU,2024-07-18,292832510.9782
TRVOU,2024-07-17,481594279.0305
TRVOU,2024-07-16,493741259.7876
TRVOU,2024-07-15,196264972.2224
TRVOU,2024-07-14,148892227.9
TRVOU,2024-07-13,234576338.2405
TRVOU,2024-07-12,255291075.6812
TRVOU,2024-07-11,242131296.0075
TRVOU,2024-07-10,269873999.3576
TRVOU,2024-07-09,373768538.6006
TRVOU,2024-07-08,121347003.5694
TRVOU,2024-07-07,135832612.02
TRVOU,2024-07-06,493037343.0464
TRVOU,2024-07-05,330756425.484
TRVOU,2024-07-04,263703420.896
TRVOU,2024-07-03,174262530.772
TRVOU,2024-07-02,259155678.2464
TRVOU,2024-07-01,124023354.4044
TRVOU,2024-06-30,69285841.1872
TRVOU,2024-06-29,204630560.9822
TRVOU,2024-06-28,187543205.5896
TRVOU,2024-06-27,171579980.9622
TRVOU,2024-06-26,352591280.392
TRVOU,2024-06-25,549468502.1436
TRVOU,2024-06-24,81685425.668
TRVOU,2024-06-23,44080861.9482
TRVOU,2024-06-22,230207961.62
TRVOU,2024-06-21,281061349.4486
TRVOU,2024-06-20,120869513.9407
TRVOU,2024-06-19,374130380.0434
TRVOU,2024-06-18,299300640.4892
TRVOU,2024-06-13,366473603.4202
TRVOU,2024-06-12,408497184.12
TRVOU,2024-06-11,174365595.8674
TRVOU,2024-06-10,66199927.9984
TRVOU,2024-06-09,77737031.9154
TRVOU,2024-06-08,455128375.3866
TRVOU,2024-06-07,281625399.4248
TRVOU,2024-06-06,344754426.3264
TRVOU,2024-06-05,381951958.7908
TRVOU,2024-06-04,332641019.8548
TRVOU,2024-06-03,89209413.909
TRVOU,2024-06-02,48154509.9261
TRVOU,2024-06-01,249622032.1249
TRVOU,2024-05-31,306077441.6492
TRVOU,2024-05-30,264832289.3765
TRVOU,2024-05-29,305845899.936
TRVOU,2024-05-28,201309272.7643
TRVOU,2024-05-27,78486259.7054
TRVOU,2024-05-26,81765338.718
TRVOU,2024-05-25,225741561.4872
TRVOU,2024-05-24,443308782.8817
TRVOU,2024-05-23,319144111.8109
TRVOU,2024-05-22,350193696.276
TRVOU,2024-05-21,455363725.4014
TRVOU,2024-05-20,112913407.3158
TRVOU,2024-05-19,79102485.4222
TRVOU,2024-05-18,286102454.924
TRVOU,2024-05-17,315594998.6313
TRVOU,2024-05-16,575329237.0932
TRVOU,2024-05-15,248173582.692
TRVOU,2024-05-14,266267807.4217
TRVOU,2024-05-13,85559115.7164
TRVOU,2024-05-12,83158592.7858
TRVOU,2024-05-11,305144383.8779
TRVOU,2024-05-10,218949258.3399
TRVOU,2024-05-09,232709097.1296
TRVOU,2024-05-08,279276674.8842
TRVOU,2024-05-07,344693198.4054
TRVOU,2024-05-06,144955309.3495
TRVOU,2024-05-05,257089243.6696
TRVOU,2024-05-04,459739745.3579
TRVOU,2024-05-03,308661105.156
TRVOU,2024-05-02,626699519.144
TRVOU,2024-05-01,488305964.648
TRVOU,2024-04-30,235420816.3048
TRVOU,2024-04-29,103478935.3971
TRVOU,2024-04-28,143816198.3175
TRVOU,2024-04-27,219975352.317
TRVOU,2024-04-26,331902551.4123
TRVOU,2024-04-25,346769763.8901
TRVOU,2024-04-24,244598871.5997
TRVOU,2024-04-23,370050475.2978
TRVOU,2024-04-22,152452095.5817
TRVOU,2024-04-21,217589645.4116
TRVOU,2024-04-20,627848217.2375
TRVOU,2024-04-19,396096192.3762
TRVOU,2024-04-18,509763760.8503
TRVOU,2024-04-17,434879578.1352
TRVOU,2024-04-16,424121675.9304
TRVOU,2024-04-15,358442337.3594
TRVOU,2024-04-14,625046488.3316
TRVOU,2024-04-13,656060930.9432
TRVOU,2024-04-12,330459720.152
TRVOU,2024-04-11,439255942.2749
TRVOU,2024-04-10,485608092.6975
TRVOU,2024-04-09,462571787.4876
TRVOU,2024-04-08,199599899.6573
TRVOU,2024-04-07,168432954.4534
TRVOU,2024-04-06,412231112.2032
TRVOU,2024-04-05,408140258.4446
TRVOU,2024-04-04,264675355.7157
TRVOU,2024-04-03,567178521.8108
TRVOU,2024-04-02,333076026.206
TRVOU,2024-04-01,148022841.1392
TRVOU,2024-03-31,93566714.5938
TRVOU,2024-03-30,231467318.759
TRVOU,2024-03-29,429321770.2475
TRVOU,2024-03-28,514434736.0719
TRVOU,2024-03-27,420067165.6012
TRVOU,2024-03-26,598111635.24
TRVOU,2024-03-25,230591017.7431
TRVOU,2024-03-24,212002527.1351
TRVOU,2024-03-23,394506658.9578
TRVOU,2024-03-22,438135486.8364
TRVOU,2024-03-21,892010452.5438
TRVOU,2024-03-20,896735286.7176
TRVOU,2024-03-19,486670430.9766
TRVOU,2024-03-18,337614205.0995
TRVOU,2024-03-17,336978691.8606
TRVOU,2024-03-16,915977937.0816
TRVOU,2024-03-15,774375356.022
TRVOU,2024-03-14,532150403.7984
TRVOU,2024-03-13,607367408.8746
TRVOU,2024-03-12,858192999.5976
TRVOU,2024-03-11,320260291.0908
TRVOU,2024-03-10,138067430.952
TRVOU,2024-03-09,672589355.402
TRVOU,2024-03-08,488010222.83
TRVOU,2024-03-07,701830511.6905
TRVOU,2024-03-06,1275111831.9867
TRVOU,2024-03-05,808587144.8277
TRVOU,2024-03-04,189476142.536
TRVOU,2024-03-03,198823463.3294
TRVOU,2024-03-02,401306949.43
TRVOU,2024-03-01,796845089.238
TRVOU,2024-02-29,1170337966.8183
TRVOU,2024-02-28,607868832.7535
TRVOU,2024-02-27,476193931.0258
TRVOU,2024-02-26,100928618.924
TRVOU,2024-02-25,79341028.2119
TRVOU,2024-02-24,199133458.4364
TRVOU,2024-02-23,230447312.0455
TRVOU,2024-02-22,265879100.8188
TRVOU,2024-02-21,417586901.578
TRVOU,2024-02-20,156177342.384
TRVOU,2024-02-19,141895531.3971
TRVOU,2024-02-18,173573360.3445
TRVOU,2024-02-16,390351928.3657
TRVOU,2024-02-15,413379349.6898
TRVOU,2024-02-14,360211576.08
TRVOU,2024-02-13,444812662.1445
TRVOU,2024-02-12,140691021.843
TRVOU,2024-02-11,135111737.488
TRVOU,2024-02-10,483026753.0482
TRVOU,2024-02-09,344617947.8565
TRVOU,2024-02-08,277857410.5684
TRVOU,2024-02-07,151692156.99
TRVOU,2024-02-06,177940995.222
TRVOU,2024-02-05,65810396.2736
TRVOU,2024-02-04,58933191.8231
TRVOU,2024-02-03,202752577.5776
TRVOU,2024-02-02,221836886.1372
TRVOU,2024-02-01,293197116.0456
TRVOU,2024-01-31,234753876.0505
TRVOU,2024-01-30,210780866.9805
TRVOU,2024-01-29,135234551.4831
TRVOU,2024-01-28,91411016.4293
TRVOU,2024-01-27,321381863.0496
TRVOU,2024-01-26,170499052.965
TRVOU,2024-01-25,236773121.7929
TRVOU,2024-01-24,293737240.166
TRVOU,2024-01-23,338205445.7954
TRVOU,2024-01-22,59045038.08
TRVOU,2024-01-21,69319575.224
TRVOU,2024-01-20,311733267.1992
TRVOU,2024-01-19,296750591.22
TRVOU,2024-01-18,207294361.8718
TRVOU,2024-01-17,248808386.752
TRVOU,2024-01-16,181754930.4818
TRVOU,2024-01-15,180111563.4325
TRVOU,2024-01-14,128748001.2336
TRVOU,2024-01-13,752569504.093
TRVOU,2024-01-12,661321006.4875
TRVOU,2024-01-11,689078175.5764
TRVOU,2024-01-10,646887215.7879
TRVOU,2024-01-09,555776264.2674
TRVOU,2024-01-08,153898478.9994
TRVOU,2024-01-07,91894994.4984
TRVOU,2024-01-06,348452801.212
TRVOU,2024-01-05,314948145.512
TRVOU,2024-01-04,514261114.198
TRVOU,2024-01-03,499647128.332
TRVOU,2024-01-02,191411758.7166
TRVOU,2024-01-01,120491468.4141
TRVOU,2023-12-31,103088615.223
TRVOU,2023-12-30,245225040.6606
TRVOU,2023-12-29,200527984.3183
TRVOU,2023-12-28,203089739.5212
TRVOU,2023-12-27,268182019.8763
TRVOU,2023-12-26,118404332.8692
TRVOU,2023-12-25,148651506.8178
TRVOU,2023-12-24,88271584.5167
TRVOU,2023-12-23,193701103.5636
TRVOU,2023-12-22,231196080.6288
TRVOU,2023-12-21,319630846.772
TRVOU,2023-12-20,255583194.45
TRVOU,2023-12-19,211236161.792
TRVOU,2023-12-18,179563581.622
TRVOU,2023-12-17,96649225.2187
TRVOU,2023-12-16,188908739.6493
TRVOU,2023-12-15,260883892.4796
TRVOU,2023-12-14,303353253.697
TRVOU,2023-12-13,249176718.6923
TRVOU,2023-12-12,510402439.039
TRVOU,2023-12-11,103582253.9455
TRVOU,2023-12-10,127309775.9424
TRVOU,2023-12-09,269871669.3384
TRVOU,2023-12-08,211131388.992
TRVOU,2023-12-07,251303187.457
TRVOU,2023-12-06,380328665.1528
TRVOU,2023-12-05,456738546.1085
TRVOU,2023-12-04,135984096.7056
TRVOU,2023-12-03,126906756.9
TRVOU,2023-12-02,230410630.521
TRVOU,2023-12-01,124197369.3607
TRVOU,2023-11-30,171937929.5061
TRVOU,2023-11-29,266253274.71
TRVOU,2023-11-28,153528998.7506
TRVOU,2023-11-27,99009668.3805
TRVOU,2023-11-26,67607737.2088
TRVOU,2023-11-25,243113526.165
TRVOU,2023-11-24,149535615.4056
TRVOU,2023-11-23,334949209.806
TRVOU,2023-11-22,344244685.6615
TRVOU,2023-11-21,271730084.7996
TRVOU,2023-11-20,120895834.2228
TRVOU,2023-11-19,69296820.5761
TRVOU,2023-11-18,265908166.449
TRVOU,2023-11-17,336117797.975
TRVOU,2023-11-16,305437915.4728
TRVOU,2023-11-15,250531195.6973
TRVOU,2023-11-14,194459340.694
TRVOU,2023-11-13,68645460.4234
TRVOU,2023-11-12,99379191.6606
TRVOU,2023-11-11,249278391.4635
TRVOU,2023-11-10,438797611.15
TRVOU,2023-11-09,156944472.648
TRVOU,2023-11-08,170696915.1228
TRVOU,2023-11-07,106808767.5344
TRVOU,2023-11-06,99794919.3725
TRVOU,2023-11-05,90146814.538
TRVOU,2023-11-04,137240635.395
TRVOU,2023-11-03,219913621.75
TRVOU,2023-11-02,236254945.3824
TRVOU,2023-11-01,132635795.1048
TRVOU,2023-10-31,167375391.32
TRVOU,2023-10-30,92699438.3638
TRVOU,2023-10-29,71567587.2444
TRVOU,2023-10-28,181068889.8816
TRVOU,2023-10-27,225365583.7062
TRVOU,2023-10-26,247875651.8418
TRVOU,2023-10-25,505963826.653
TRVOU,2023-10-24,447531957.4606
TRVOU,2023-10-23,73488684.9774
TRVOU,2023-10-22,99275945.2048
TRVOU,2023-10-21,217961706.408
TRVOU,2023-10-20,129758366.075
TRVOU,2023-10-19,111184138.6
TRVOU,2023-10-18,133227081.0764
TRVOU,2023-10-17,390670173.608
TRVOU,2023-10-16,52626065.9409
TRVOU,2023-10-15,33622500.0444
TRVOU,2023-10-14,110335651.9331
TRVOU,2023-10-13,83675667.753
TRVOU,2023-10-12,150437323.7343
TRVOU,2023-10-11,84761319.2305
TRVOU,2023-10-10,102064217.2674
TRVOU,2023-10-09,37686417.7046
TRVOU,2023-10-08,34915663.6668
TRVOU,2023-10-07,134859720.1482
TRVOU,2023-10-06,117999240.4248
TRVOU,2023-10-05,98113433.8492
TRVOU,2023-10-04,107723176.3491
TRVOU,2023-10-03,243161897.1431
TRVOU,2023-10-02,92634890.5368
TRVOU,2023-10-01,33571712.4468
TRVOU,2023-09-30,106413850.3322
TRVOU,2023-09-29,149797689.678
TRVOU,2023-09-28,115683725.85
TRVOU,2023-09-27,56123482.5174
TRVOU,2023-09-26,120591282.3231
TRVOU,2023-09-25,43231716.0625
TRVOU,2023-09-24,23596236.7584
TRVOU,2023-09-23,60729980.6304
TRVOU,2023-09-22,116511415.744
TRVOU,2023-09-21,132168064.721
TRVOU,2023-09-20,142399998.6048
TRVOU,2023-09-19,148342957.2768
TRVOU,2023-09-18,26124958.2646
TRVOU,2023-09-17,32567054.1105
TRVOU,2023-09-16,120866463.5025
TRVOU,2023-09-15,134998286.7072
TRVOU,2023-09-14,128560378.167
TRVOU,2023-09-13,193288239.408
TRVOU,2023-09-12,143817663.477
TRVOU,2023-09-11,51924226.5282
TRVOU,2023-09-10,22877622.885
TRVOU,2023-09-09,107528935.9019
TRVOU,2023-09-08,108204976.0264
TRVOU,2023-09-07,72508444.305
TRVOU,2023-09-06,56681246.46
TRVOU,2023-09-05,53604510.2652
TRVOU,2023-09-04,37002260.583
TRVOU,2023-09-03,32452773.405
TRVOU,2023-09-02,132024701.322
TRVOU,2023-09-01,147426195.5211
TRVOU,2023-08-31,124657186.9312
TRVOU,2023-08-30,291466042.4797
TRVOU,2023-08-29,73163056.0299
TRVOU,2023-08-28,24701117.7918
TRVOU,2023-08-27,17222764.89
TRVOU,2023-08-26,94638324.3426
TRVOU,2023-08-25,88863193.134
TRVOU,2023-08-24,147782029.8236
TRVOU,2023-08-23,97259315.0904
TRVOU,2023-08-22,83587336.2111
TRVOU,2023-08-21,35766621.7434
TRVOU,2023-08-20,54617749.566
TRVOU,2023-08-19,167457265.8615
TRVOU,2023-08-18,316802210.787
TRVOU,2023-08-17,103039461.2592
TRVOU,2023-08-16,73271295.6255
TRVOU,2023-08-15,84288773.556
TRVOU,2023-08-14,26317972.6848
TRVOU,2023-08-13,23582038.5984
TRVOU,2023-08-12,63542799.6684
TRVOU,2023-08-11,83617227.7432
TRVOU,2023-08-10,119595811.5074
TRVOU,2023-08-09,194644727.0914
TRVOU,2023-08-08,113263846.4743
TRVOU,2023-08-07,31119765.4958
TRVOU,2023-08-06,24804386.2191
TRVOU,2023-08-05,84364892.25
TRVOU,2023-08-04,102088529.3597
TRVOU,2023-08-03,155030979.953
TRVOU,2023-08-02,164642220.7177
TRVOU,2023-08-01,76046100.7122
TRVOU,2023-07-31,39351959.8468
TRVOU,2023-07-30,31948845.1002
TRVOU,2023-07-29,75874515.978
TRVOU,2023-07-28,83363146.3476
TRVOU,2023-07-27,111241118.7216
TRVOU,2023-07-26,77319612.7608
TRVOU,2023-07-25,169567761.7722
TRVOU,2023-07-24,52601175.368
TRVOU,2023-07-23,40694404.2736
TRVOU,2023-07-22,79798111.8644
TRVOU,2023-07-21,122240946.9617
TRVOU,2023-07-20,106885367.4096
TRVOU,2023-07-19,119872904.904
TRVOU,2023-07-18,135945217.486
TRVOU,2023-07-17,56730765.28
TRVOU,2023-07-16,36018916.0469
TRVOU,2023-07-15,222048147.2244
TRVOU,2023-07-14,261730009.4675
TRVOU,2023-07-13,139038409.9196
TRVOU,2023-07-12,100801354.044
TRVOU,2023-07-11,148712957.7829
TRVOU,2023-07-10,57088579.352
TRVOU,2023-07-09,57088579.352
TRVOU,2023-07-08,142109199.4507
TRVOU,2023-07-07,254515159.7232
TRVOU,2023-07-06,122294483.766
TRVOU,2023-07-05,85616303.8374
TRVOU,2023-07-04,138957089.4084
TRVOU,2023-07-03,60646486.3225
TRVOU,2023-07-02,45812345.7515
TRVOU,2023-07-01,374325313.46
TRVOU,2023-06-30,154438748.5032
TRVOU,2023-06-29,164065671.4394
TRVOU,2023-06-28,186272682.7559
TRVOU,2023-06-27,164194728.831
TRVOU,2023-06-26,115256742.48
TRVOU,2023-06-25,112588966.8463
TRVOU,2023-06-24,352578936.08
TRVOU,2023-06-23,327010445.1912
TRVOU,2023-06-22,520281025.7448
TRVOU,2023-06-21,320769000.716
TRVOU,2023-06-20,150515983.728
TRVOU,2023-06-19,63976191.1404
TRVOU,2023-06-18,81980557.9572
TRVOU,2023-06-17,177030996.8973
TRVOU,2023-06-16,202000380.2166
TRVOU,2023-06-15,185891852.0832
TRVOU,2023-06-14,127316942.543
TRVOU,2023-06-13,111048711.3216
TRVOU,2023-06-12,67982738.7982
TRVOU,2023-06-11,205826192.3172
TRVOU,2023-06-10,87014782.9824
TRVOU,2023-06-09,114408287.013
TRVOU,2023-06-08,210609417.62
TRVOU,2023-06-07,293987208.9856
TRVOU,2023-06-06,266010801.408
TRVOU,2023-06-05,52373802.3666
TRVOU,2023-06-04,52153135.1299
TRVOU,2023-06-03,129818928.8638
TRVOU,2023-06-02,137647990.6933
TRVOU,2023-06-01,154416305.4191
TRVOU,2023-05-31,146912372.72
TRVOU,2023-05-30,135551530.4688
TRVOU,2023-05-29,154325950.407
TRVOU,2023-05-28,63893941.4998
TRVOU,2023-05-27,127338532.1154
TRVOU,2023-05-26,127651516.2293
TRVOU,2023-05-25,161570604.5124
TRVOU,2023-05-24,111668164.2205
TRVOU,2023-05-23,90871843.9671
TRVOU,2023-05-22,68746457.9981
TRVOU,2023-05-21,47159434.6624
TRVOU,2023-05-20,99318350.976
TRVOU,2023-05-19,163528387.3648
TRVOU,2023-05-18,190227284.5408
TRVOU,2023-05-17,123380836.1289
TRVOU,2023-05-16,173477698.6878
TRVOU,2023-05-15,68640731.0874
TRVOU,2023-05-14,81321845.9806
TRVOU,2023-05-13,303294736.824
TRVOU,2023-05-12,153747868.56
TRVOU,2023-05-11,240700497.7268
TRVOU,2023-05-10,147367562.2494
TRVOU,2023-05-09,212841438.6279
TRVOU,2023-05-08,84321031.7408
TRVOU,2023-05-07,134334956.7252
TRVOU,2023-05-06,191499429.3674
TRVOU,2023-05-05,145342875.1104
TRVOU,2023-05-04,211286574.0612
TRVOU,2023-05-03,170109865.6614
TRVOU,2023-05-02,239912232.169
TRVOU,2023-05-01,172241997.2878
TRVOU,2023-04-30,77128749.2448
TRVOU,2023-04-29,187732802.4077
TRVOU,2023-04-28,302649695.1525
TRVOU,2023-04-27,437852940.8528
TRVOU,2023-04-26,175796920.7163
TRVOU,2023-04-25,180899393.1456
TRVOU,2023-04-24,73693531.3335
TRVOU,2023-04-23,92635946.0922
TRVOU,2023-04-22,224447733.9282
TRVOU,2023-04-21,212240929.1262
TRVOU,2023-04-20,325653921.6931
TRVOU,2023-04-19,225605910.992
TRVOU,2023-04-18,190738878.714
TRVOU,2023-04-17,70915276.0575
TRVOU,2023-04-16,71746426.0752
TRVOU,2023-04-15,254014646.368
TRVOU,2023-04-14,184092171.54
TRVOU,2023-04-13,213322107.628
TRVOU,2023-04-12,275891169.002
TRVOU,2023-04-11,265591202.3184
TRVOU,2023-04-10,74445095.4578
TRVOU,2023-04-09,39722974.1691
TRVOU,2023-04-08,57908933.7795
TRVOU,2023-04-07,112350711.9914
TRVOU,2023-04-06,187662864.936
TRVOU,2023-04-05,127508396.665
TRVOU,2023-04-04,231749936.5218
TRVOU,2023-04-03,83774306.256
TRVOU,2023-04-02,93564871.1304
TRVOU,2023-04-01,216088394.34
TRVOU,2023-03-31,258739817.5186
TRVOU,2023-03-30,250206966.896
TRVOU,2023-03-29,183343122.5648
TRVOU,2023-03-28,240584205.3168
TRVOU,2023-03-27,121445946.0192
TRVOU,2023-03-26,113277718.0668
TRVOU,2023-03-25,283433854.182
TRVOU,2023-03-24,340450575.1218
TRVOU,2023-03-23,460263315.1392
TRVOU,2023-03-22,275910504.11
TRVOU,2023-03-21,393659068.4856
TRVOU,2023-03-20,303060261.9976
TRVOU,2023-03-19,304742059.8456
TRVOU,2023-03-18,502201239.1374
TRVOU,2023-03-17,229722587.4972
TRVOU,2023-03-16,314952465.5921
TRVOU,2023-03-15,568507075.6734
TRVOU,2023-03-14,536192932.7584
TRVOU,2023-03-13,279823004.6184
TRVOU,2023-03-12,317431705.421
TRVOU,2023-03-11,284843551.424
TRVOU,2023-03-10,230437687.1344
TRVOU,2023-03-09,99311303.5603
TRVOU,2023-03-08,115819843.573
TRVOU,2023-03-07,65823800.7454
TRVOU,2023-03-06,53071232.3304
TRVOU,2023-03-05,43214866.8168
TRVOU,2023-03-04,194324512.5768
TRVOU,2023-03-03,108154022.032
TRVOU,2023-03-02,132061005.9792
TRVOU,2023-03-01,98710196.702
TRVOU,2023-02-28,135375663.225
TRVOU,2023-02-27,93067686.8292
TRVOU,2023-02-26,70867115.5168
TRVOU,2023-02-25,179314668.7148
TRVOU,2023-02-24,188019870.363
TRVOU,2023-02-23,182405179.0029
TRVOU,2023-02-22,219179698.137
TRVOU,2023-02-21,149930479.7991
TRVOU,2023-02-20,117271774.531
TRVOU,2023-02-19,54627731.1084
TRVOU,2023-02-18,231598030.6827
TRVOU,2023-02-17,272640921.5391
TRVOU,2023-02-16,220668433.4413
TRVOU,2023-02-15,119927061.15
TRVOU,2023-02-14,111345779.8558
TRVOU,2023-02-13,62423957.21
TRVOU,2023-02-12,51250711.512
TRVOU,2023-02-11,111347434.2045
TRVOU,2023-02-10,169203991.5685
TRVOU,2023-02-09,92112782.5161
TRVOU,2023-02-08,132768805.0949
TRVOU,2023-02-07,122812426.0366
TRVOU,2023-02-06,96020495.046
TRVOU,2023-02-05,60544714.4016
TRVOU,2023-02-04,128337774.3626
TRVOU,2023-02-03,209173699.2471
TRVOU,2023-02-02,174375350.1756
TRVOU,2023-02-01,106007672.4885
TRVOU,2023-01-31,156949934.6001
TRVOU,2023-01-30,133086685.7795
TRVOU,2023-01-29,48265880.5434
TRVOU,2023-01-28,143458157.1242
TRVOU,2023-01-27,137208556.9176
TRVOU,2023-01-26,197284741.8924
TRVOU,2023-01-25,131120352.9865
TRVOU,2023-01-24,124568046.4119
TRVOU,2023-01-23,117210442.1285
TRVOU,2023-01-22,215287571.4
TRVOU,2023-01-21,193760533.9865
TRVOU,2023-01-20,121156561.916
TRVOU,2023-01-19,256388158.8438
TRVOU,2023-01-18,134819553.162
TRVOU,2023-01-17,158791360.6248
TRVOU,2023-01-16,76063182.273
TRVOU,2023-01-15,296810840.115
TRVOU,2023-01-14,194200560.4664
TRVOU,2023-01-13,246713098.0032
TRVOU,2023-01-12,104239840.812
TRVOU,2023-01-11,77597338.296
TRVOU,2023-01-10,101631953.3292
TRVOU,2023-01-09,39001186.8565
TRVOU,2023-01-08,24729147.072
TRVOU,2023-01-07,77808186.1424
TRVOU,2023-01-06,61580958.7898
TRVOU,2023-01-05,88704412.4208
TRVOU,2023-01-04,67127812.416
TRVOU,2023-01-03,40842938.9844
TRVOU,2023-01-02,40104665.2545
TRVOU,2023-01-01,67960598.377
TRVOU,2022-12-31,85716151.2468
TRVOU,2022-12-30,63867567.4911
TRVOU,2022-12-29,93582884.8816
TRVOU,2022-12-28,83342037.16
TRVOU,2022-12-27,39836135.186
TRVOU,2022-12-26,27262542.0348
